,county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
2925,Washington,GA,0.491,0.497,8422.0,4138.0,4187.0,0.493,0.5,9459.0,4663.0,4730.0,32.96711864,-82.79357039,792.0,13.0,20506.0,10343.0,10163.0,2.3,43.2,52.9,0.0,0.6,0.0,15650.0,38097.0,3810.0,19238.0,1243.0,27.1,38.1,28.2,19.7,23.7,10.0,18.5,78.8,13.8,0.9,1.1,3.6,1.8,21.5,7631.0,73.6,20.0,6.0,0.4,9.3
2926,Washington,IA,0.57,0.364,10824.0,6170.0,3938.0,0.592,0.388,11757.0,6966.0,4558.0,41.33577126,-91.71725711,729.0,12.0,22095.0,11066.0,11029.0,5.9,91.5,0.9,0.3,0.6,0.0,16291.0,59157.0,2412.0,28397.0,1555.0,9.1,12.8,29.7,16.3,23.9,16.1,14.0,77.4,11.4,0.4,3.8,2.1,4.9,20.7,11244.0,72.4,17.6,9.6,0.4,3.6
2927,Washington,ID,0.737,0.174,4454.0,3283.0,776.0,0.777,0.201,5344.0,4154.0,1073.0,44.45275475,-116.78476880000001,484.0,8.0,9996.0,4940.0,5056.0,17.2,78.7,0.0,0.8,1.0,0.0,7142.0,37521.0,4782.0,20435.0,1345.0,15.7,21.8,26.5,24.0,16.9,16.7,15.9,69.6,13.1,0.1,5.8,3.3,8.0,19.7,3693.0,66.9,23.1,10.0,0.0,9.3
2928,Washington,IL,0.755,0.196,7376.0,5566.0,1446.0,0.772,0.207,7914.0,6110.0,1639.0,38.35309213,-89.40982703,353.0,2.0,14260.0,7182.0,7078.0,1.4,96.2,0.5,0.3,0.4,0.1,11132.0,54520.0,2760.0,29687.0,1378.0,9.7,13.3,29.5,16.7,21.8,10.7,21.2,85.0,7.6,0.7,2.5,0.7,3.4,23.4,7153.0,79.7,13.3,6.6,0.5,4.4
2929,Washington,IN,0.724,0.233,11333.0,8206.0,2636.0,0.751,0.23,12126.0,9112.0,2783.0,38.60219804,-86.1049363,428.0,3.0,27807.0,13783.0,14024.0,1.3,96.9,0.1,0.3,0.2,0.0,21238.0,46861.0,2738.0,23223.0,1137.0,13.3,17.7,28.0,13.1,18.7,14.4,25.8,82.0,10.9,0.1,1.1,0.9,4.9,31.4,11952.0,82.8,9.9,7.2,0.1,7.0
2930,Washington,KS,0.798,0.141,2677.0,2136.0,378.0,0.82,0.164,2843.0,2332.0,467.0,39.78420784,-97.08753229999999,39.0,0.0,5572.0,2846.0,2726.0,3.3,94.3,0.3,0.1,0.1,0.0,4194.0,47992.0,2186.0,26927.0,1707.0,9.7,13.6,30.6,14.7,18.7,19.1,16.9,77.7,11.6,0.1,4.0,1.6,4.9,19.2,2787.0,72.2,17.2,10.3,0.4,2.2
2931,Washington,KY,0.713,0.252,5630.0,4013.0,1420.0,0.72,0.264,6223.0,4482.0,1644.0,37.75599461,-85.17407732,274.0,2.0,11999.0,5873.0,6126.0,4.3,87.7,5.2,0.0,0.8,0.0,8995.0,47843.0,3368.0,22611.0,1420.0,17.0,20.1,26.8,15.7,18.5,12.2,26.9,81.6,9.9,1.1,1.3,2.0,4.0,26.5,5629.0,74.8,14.6,10.4,0.3,5.7
2932,Washington,MD,0.64,0.316,60731.0,38842.0,19193.0,0.6,0.381,65209.0,39148.0,24869.0,39.60835778,-77.82002295,2378.0,47.0,149546.0,75958.0,73588.0,4.5,80.4,10.0,0.1,1.7,0.0,113424.0,58260.0,1909.0,28742.0,683.0,12.8,18.9,33.2,19.3,23.6,10.2,13.7,80.8,9.8,1.4,2.1,1.1,4.8,29.3,67375.0,77.4,17.3,5.1,0.1,6.8
2933,Washington,ME,0.546,0.384,16559.0,9037.0,6358.0,0.547,0.42,988.0,540.0,415.0,45.01607142,-67.62813524,68.0,0.0,31822.0,15714.0,16108.0,1.9,90.1,0.4,4.7,0.5,0.0,25304.0,40328.0,1454.0,24311.0,1237.0,18.2,23.2,28.9,19.8,18.1,18.7,14.5,73.6,13.2,0.3,5.1,1.4,6.3,20.9,12881.0,65.4,18.6,15.9,0.2,7.9
2934,Washington,MN,0.451,0.47,142843.0,64429.0,67086.0,0.444,0.536,166267.0,73764.0,89164.0,45.03864533,-92.88429635,6958.0,75.0,250979.0,124207.0,126772.0,3.9,83.7,4.1,0.3,5.4,0.1,182534.0,89598.0,1707.0,41591.0,678.0,5.0,6.1,46.0,14.7,23.1,6.5,9.8,83.3,7.5,2.3,1.0,0.8,5.1,25.8,133811.0,83.2,12.7,4.0,0.1,3.5
2935,Washington,MO,0.759,0.208,9279.0,7047.0,1926.0,0.807,0.181,9971.0,8046.0,1804.0,37.96130078,-90.87948158,728.0,20.0,24968.0,12855.0,12113.0,1.3,94.4,2.4,0.2,0.0,0.0,19149.0,37810.0,2171.0,18314.0,986.0,20.2,29.6,21.4,21.3,18.9,17.9,20.6,82.5,11.5,0.5,1.0,1.2,3.3,33.3,9112.0,80.0,15.2,4.8,0.0,9.9
2936,Washington,MS,0.312,0.676,14571.0,4541.0,9847.0,0.391,0.591,10514.0,4114.0,6218.0,33.28392041,-90.94196237,2689.0,100.0,48002.0,22520.0,25482.0,1.5,25.5,71.7,0.1,0.6,0.0,35051.0,29387.0,1351.0,19247.0,1270.0,33.7,47.9,31.5,19.1,26.8,7.7,14.8,87.8,9.1,0.0,1.0,0.8,1.2,16.7,17213.0,71.9,23.3,4.6,0.2,16.8
2937,Washington,NC,0.419,0.571,6115.0,2560.0,3490.0,0.449,0.547,6191.0,2778.0,3387.0,35.83810081,-76.57299037,264.0,8.0,12331.0,5846.0,6485.0,5.0,44.9,48.2,0.1,0.2,0.0,9521.0,34557.0,3147.0,21117.0,2590.0,24.1,46.6,15.8,23.0,23.6,12.3,25.3,81.2,13.1,0.0,1.6,2.3,1.8,25.1,4548.0,78.4,15.0,6.6,0.0,10.4
2938,Washington,NE,0.697,0.246,10584.0,7374.0,2606.0,0.691,0.286,12413.0,8583.0,3554.0,41.52815707,-96.22019892,559.0,7.0,20414.0,10118.0,10296.0,2.8,94.7,1.0,0.1,0.3,0.0,15268.0,66485.0,4187.0,33136.0,1542.0,9.8,14.7,37.1,14.5,24.8,11.7,11.9,84.1,5.9,0.2,4.0,0.7,5.2,20.8,10805.0,82.2,11.7,5.8,0.2,1.7
2939,Washington,NY,0.57,0.368,22401.0,12770.0,8238.0,0.617,0.362,23607.0,14577.0,8537.0,43.31153794,-73.43043448,350.0,14.0,62183.0,32148.0,30035.0,2.6,92.6,2.9,0.2,0.5,0.0,49584.0,52527.0,2161.0,26064.0,781.0,12.8,17.5,28.1,19.8,23.3,12.9,16.1,81.4,9.4,0.9,3.3,0.9,4.1,26.2,28741.0,75.9,15.8,7.9,0.3,6.6
2940,Washington,OH,0.686,0.27,28992.0,19901.0,7841.0,0.695,0.29,31382.0,21798.0,9114.0,39.45690571,-81.49121382,461.0,25.0,60871.0,30077.0,30794.0,1.0,95.3,1.2,0.4,0.6,0.0,48352.0,46021.0,1778.0,26608.0,1290.0,15.5,20.6,30.2,18.4,23.2,11.2,16.9,85.1,7.6,0.1,3.3,0.8,3.1,22.1,26853.0,81.5,13.5,5.0,0.0,4.2
2941,Washington,OK,0.712,0.227,22208.0,15810.0,5047.0,0.727,0.246,23501.0,17076.0,5790.0,36.71380786,-95.90514104,1397.0,42.0,51867.0,25196.0,26671.0,5.7,73.6,2.5,10.4,1.9,0.0,38264.0,50388.0,1871.0,28913.0,1049.0,14.0,20.7,35.6,18.4,24.2,10.1,11.6,81.8,11.0,0.1,2.3,1.0,3.7,17.7,22746.0,81.3,13.1,5.4,0.2,4.7
2942,Washington,OR,0.327,0.594,232034.0,75903.0,137818.0,0.31,0.655,318353.0,98661.0,208447.0,45.55972701,-123.0955257,6230.0,79.0,572071.0,282381.0,289690.0,16.4,67.1,1.9,0.3,9.7,0.4,384659.0,74033.0,851.0,35369.0,465.0,10.3,13.7,45.2,15.5,23.0,6.7,9.6,73.0,10.3,6.4,2.4,1.9,6.0,24.9,292979.0,84.5,9.7,5.7,0.1,5.6
2943,Washington,PA,0.608,0.355,96945.0,58941.0,34436.0,0.608,0.381,117443.0,71397.0,44746.0,40.19208869,-80.24582867,2153.0,37.0,207661.0,101746.0,105915.0,1.6,92.5,2.9,0.1,0.9,0.0,165043.0,59309.0,1109.0,32828.0,567.0,9.7,12.2,35.8,16.8,23.7,11.2,12.6,82.6,8.0,1.5,2.7,0.7,4.4,26.9,99129.0,85.9,9.2,4.8,0.1,5.8
2944,Washington,RI,0.421,0.522,64248.0,27074.0,33511.0,,,,,,41.45961631,-71.61435303,1335.0,78.0,126190.0,61154.0,65036.0,3.0,91.3,1.3,0.8,1.9,0.1,102045.0,77862.0,2350.0,39568.0,969.0,9.6,10.1,44.8,18.4,21.4,7.7,7.8,83.2,7.0,1.1,2.7,0.9,4.9,25.9,64576.0,75.7,17.3,6.9,0.1,6.0
2945,Washington,TN,0.692,0.263,49411.0,34179.0,13003.0,0.675,0.306,59430.0,40120.0,18214.0,36.29472368,-82.49454720000001,3948.0,59.0,126437.0,61427.0,65010.0,3.3,89.2,3.8,0.3,1.5,0.0,98962.0,44180.0,1160.0,27334.0,972.0,16.5,22.0,38.5,18.5,23.8,8.0,11.3,85.7,6.6,0.6,1.1,2.3,3.8,20.8,59101.0,77.3,16.6,6.0,0.1,5.3
2946,Washington,TX,0.742,0.229,14747.0,10944.0,3381.0,0.744,0.244,17410.0,12949.0,4254.0,30.21498498,-96.40946246,719.0,50.0,34667.0,17199.0,17468.0,15.5,64.5,17.0,0.3,1.8,0.1,25423.0,55793.0,4336.0,28517.0,2309.0,13.2,20.8,32.7,16.2,23.7,10.9,16.5,85.8,8.7,0.1,1.0,0.9,3.5,21.5,14897.0,74.0,15.9,10.1,0.0,6.2
2947,Washington,UT,0.686,0.171,48818.0,33472.0,8369.0,0.744,0.227,88209.0,65601.0,20065.0,37.28003525,-113.504698,0.0,0.0,155577.0,77178.0,78399.0,10.1,84.9,0.6,1.0,0.7,0.8,107479.0,55175.0,1757.0,25415.0,1109.0,14.2,19.7,30.9,20.2,27.6,9.8,11.4,78.0,11.4,0.5,2.0,2.0,6.1,18.1,62920.0,81.2,13.1,5.5,0.2,5.2
2948,Washington,VA,0.751,0.216,25715.0,19309.0,5548.0,0.756,0.231,28684.0,21678.0,6617.0,36.72341572,-81.95666289,1078.0,26.0,54457.0,26857.0,27600.0,1.5,95.4,1.4,0.0,0.6,0.0,43820.0,44844.0,2619.0,25640.0,845.0,14.6,20.6,34.1,18.7,24.4,6.8,16.1,83.1,9.1,0.2,1.4,1.2,4.9,24.0,23980.0,78.6,15.5,5.8,0.2,6.4
2949,Washington,VT,0.279,0.649,28654.0,7993.0,18594.0,0.465,0.502,609.0,283.0,306.0,44.27343241,-72.61604978,137.0,2.0,58691.0,28997.0,29694.0,1.9,94.4,0.8,0.3,0.6,0.0,46565.0,60602.0,2838.0,32137.0,762.0,11.8,18.1,44.7,15.6,22.2,9.3,8.2,74.8,9.3,1.1,6.1,1.4,7.2,22.9,31703.0,73.6,17.4,8.9,0.1,3.9
2950,Washington,WI,0.678,0.274,76246.0,51729.0,20854.0,0.684,0.303,88070.0,60237.0,26650.0,43.36863664,-88.22974712,4887.0,44.0,133967.0,66558.0,67409.0,3.1,93.3,1.1,0.2,1.2,0.0,102234.0,73021.0,1757.0,36177.0,933.0,5.5,6.7,36.6,14.7,24.3,8.4,16.0,86.0,7.1,0.5,1.7,1.5,3.2,24.6,73513.0,87.4,8.1,4.4,0.1,3.4
2951,Washington,LA,0.674,0.306,18622.0,12552.0,5690.0,0.682,0.306,19513.0,13307.0,5970.0,30.85288548,-90.03866652,1757.0,72.0,46449.0,22944.0,23505.0,2.1,65.8,30.1,0.3,0.2,0.0,34742.0,32962.0,3070.0,18345.0,1069.0,26.3,33.9,24.7,21.6,24.0,15.4,14.3,81.1,12.8,0.1,1.4,2.0,2.6,33.0,16259.0,76.0,18.3,5.5,0.2,12.3
2952,Washita,OK,0.832,0.127,4628.0,3851.0,588.0,0.855,0.125,4777.0,4086.0,598.0,35.29071824,-98.99180434,193.0,0.0,11550.0,5729.0,5821.0,9.6,83.9,0.1,1.1,0.2,0.0,8374.0,51909.0,3536.0,26409.0,1709.0,14.2,20.6,31.6,15.2,22.7,14.1,16.4,85.2,7.2,0.1,1.8,0.3,5.4,21.6,4933.0,71.8,18.2,9.8,0.3,4.6
2953,Washoe,NV,0.452,0.464,209282.0,94529.0,97032.0,0.462,0.509,247823.0,114600.0,126089.0,40.66562265,-119.6631594,13637.0,198.0,445551.0,224212.0,221339.0,23.9,63.7,2.1,1.3,5.2,0.6,315259.0,58595.0,1146.0,31879.0,461.0,13.3,16.9,33.8,20.9,25.7,8.0,11.5,77.8,11.3,1.9,2.8,1.9,4.3,21.4,219548.0,80.5,13.8,5.6,0.1,6.8
2954,Washtenaw,MI,0.269,0.684,187201.0,50335.0,128025.0,0.259,0.724,216924.0,56241.0,157130.0,42.253105,-83.83853204,5800.0,119.0,361509.0,178949.0,182560.0,4.5,70.6,11.7,0.2,8.7,0.0,269886.0,65618.0,1092.0,37455.0,477.0,14.5,12.7,52.6,15.7,18.4,4.4,8.8,72.2,7.7,5.2,6.5,2.5,5.9,23.7,183919.0,77.7,17.6,4.6,0.2,5.4
2955,Watauga,NC,0.47,0.485,28769.0,13521.0,13953.0,0.45,0.534,31988.0,14395.0,17068.0,36.23103603,-81.70033724,1434.0,6.0,53421.0,26657.0,26764.0,3.4,91.9,1.5,0.3,0.8,0.1,45706.0,41541.0,1476.0,24545.0,1127.0,28.3,21.8,36.3,24.2,25.1,7.5,6.8,73.9,9.5,2.0,6.4,0.6,7.7,20.0,24564.0,70.1,21.7,7.9,0.3,8.1
2956,Watonwan,MN,0.557,0.365,4971.0,2768.0,1814.0,0.598,0.383,5191.0,3103.0,1987.0,43.97823903,-94.61413846,593.0,4.0,10936.0,5511.0,5425.0,23.3,74.0,0.5,0.2,1.0,0.0,7420.0,50044.0,5610.0,26884.0,1238.0,12.2,20.4,28.1,14.3,19.3,15.2,23.0,76.0,9.1,0.4,6.7,1.2,6.7,18.4,5641.0,79.2,12.2,8.0,0.6,2.4
2957,Waukesha,WI,0.616,0.335,236269.0,145519.0,79199.0,0.596,0.388,267957.0,159633.0,103867.0,43.01833055,-88.30431188,13463.0,125.0,396731.0,194879.0,201852.0,4.6,89.2,1.5,0.2,3.2,0.0,300815.0,81140.0,900.0,42094.0,544.0,5.0,6.0,45.6,13.0,24.3,6.4,10.7,86.9,6.2,0.6,1.2,0.8,4.4,24.0,212647.0,87.4,8.4,4.1,0.1,3.3
2958,Waupaca,WI,0.628,0.326,25491.0,16013.0,8303.0,0.651,0.333,29130.0,18952.0,9703.0,44.47068056,-88.96534501,2616.0,47.0,51651.0,26305.0,25346.0,3.0,94.6,0.4,0.5,0.4,0.0,40177.0,54071.0,1621.0,29423.0,940.0,11.0,17.3,26.6,18.7,19.2,11.7,23.7,83.3,7.0,0.3,3.0,2.0,4.4,23.2,26033.0,80.9,12.7,6.2,0.2,3.8
2959,Waushara,WI,0.641,0.318,11961.0,7669.0,3802.0,0.665,0.323,13568.0,9016.0,4388.0,44.11324419,-89.24317107,1107.0,5.0,24170.0,12679.0,11491.0,6.4,89.6,1.6,0.4,0.4,0.0,19213.0,48412.0,1728.0,25838.0,1007.0,11.1,16.3,25.2,17.7,19.5,14.5,23.1,79.8,10.6,0.2,2.2,1.8,5.4,26.4,10435.0,77.4,14.2,8.0,0.3,5.0
2960,Wayne,GA,0.785,0.197,10376.0,8147.0,2039.0,0.782,0.21,12778.0,9987.0,2687.0,31.5521809,-81.91894878,1268.0,33.0,29833.0,15206.0,14627.0,6.2,71.2,19.5,0.1,0.5,0.0,21839.0,41534.0,2946.0,19188.0,1109.0,21.3,26.4,30.8,16.0,20.7,16.1,16.3,84.7,8.8,0.3,0.8,3.0,2.4,23.4,10402.0,70.7,20.7,7.8,0.8,9.5
2961,Wayne,IA,0.708,0.246,2921.0,2069.0,719.0,0.753,0.234,3103.0,2338.0,727.0,40.73969028,-93.32752197,161.0,4.0,6405.0,3136.0,3269.0,0.5,96.5,0.7,0.3,0.0,0.0,4818.0,42434.0,3641.0,23367.0,1482.0,15.9,25.6,30.9,12.6,17.8,14.8,23.9,76.9,11.1,0.6,3.5,2.2,5.7,23.8,2796.0,70.3,13.9,14.5,1.3,2.6
2962,Wayne,IL,0.843,0.127,8256.0,6963.0,1048.0,0.849,0.14,8446.0,7172.0,1185.0,38.42955355,-88.42586459,546.0,18.0,16569.0,8209.0,8360.0,1.4,96.4,0.6,0.2,0.4,0.0,12757.0,46405.0,3218.0,25046.0,1101.0,15.8,25.9,25.6,16.8,20.7,12.1,24.8,81.6,8.9,0.8,2.4,0.7,5.6,23.9,7347.0,79.7,11.5,8.5,0.2,4.8
2963,Wayne,IN,0.627,0.325,25575.0,16028.0,8322.0,0.635,0.344,27662.0,17567.0,9524.0,39.863344399999995,-85.01044989,1727.0,36.0,66972.0,32387.0,34585.0,2.8,88.5,5.0,0.2,1.0,0.0,51530.0,41813.0,1479.0,23895.0,1102.0,18.2,26.3,30.2,18.9,21.9,7.9,21.1,83.3,7.2,0.4,3.0,2.4,3.6,19.6,29078.0,85.1,9.6,5.1,0.2,6.5
2964,Wayne,KY,0.797,0.179,7991.0,6370.0,1431.0,0.804,0.184,9240.0,7430.0,1700.0,36.80310688,-84.8251971,300.0,2.0,20692.0,10320.0,10372.0,3.1,93.5,1.4,0.1,0.2,0.0,15979.0,33715.0,2908.0,17627.0,1413.0,23.2,31.1,25.8,19.4,22.3,11.1,21.5,85.2,8.2,0.8,1.8,0.8,3.2,20.9,6992.0,74.9,19.2,5.7,0.2,10.1
2965,Wayne,MI,0.295,0.668,773983.0,228313.0,517022.0,0.307,0.681,861821.0,264149.0,587074.0,42.28098405,-83.281255,42172.0,3060.0,1763822.0,848339.0,915483.0,5.7,49.7,38.9,0.3,3.1,0.0,1279502.0,43702.0,405.0,24847.0,170.0,23.7,35.5,31.9,20.0,23.9,6.9,17.4,80.8,9.5,3.0,1.9,1.6,3.2,25.2,722115.0,86.7,9.5,3.7,0.1,11.6
2966,Wayne,MO,0.809,0.165,5738.0,4640.0,946.0,0.848,0.144,5874.0,4984.0,844.0,37.11303869,-90.46001416,331.0,3.0,13369.0,6597.0,6772.0,1.6,95.3,0.6,0.4,0.1,0.0,10483.0,35135.0,3160.0,18897.0,1550.0,23.4,30.7,26.0,22.7,19.5,13.8,17.9,78.9,15.5,0.8,0.5,0.6,3.8,26.1,4501.0,81.0,12.1,6.9,0.0,8.1
2967,Wayne,MS,0.625,0.366,9534.0,5957.0,3493.0,0.627,0.36,9988.0,6264.0,3592.0,31.64135687,-88.69573913,1040.0,22.0,20458.0,10011.0,10447.0,0.6,57.8,40.5,0.3,0.1,0.0,15297.0,35215.0,4541.0,21515.0,1917.0,24.3,32.8,26.7,14.1,20.0,17.1,22.0,79.2,7.3,1.1,1.5,3.9,7.1,33.6,7800.0,74.7,15.2,10.1,0.0,10.4
2968,Wayne,NC,0.549,0.432,49824.0,27360.0,21520.0,0.554,0.435,55091.0,30505.0,23986.0,35.36438125,-78.00027268,4756.0,81.0,124496.0,61075.0,63421.0,11.3,54.1,30.1,0.3,1.2,0.0,88317.0,41766.0,1480.0,23163.0,939.0,21.2,34.4,29.1,17.9,22.8,12.1,18.1,81.0,14.1,0.4,1.6,0.8,2.1,21.9,51308.0,75.5,19.3,4.9,0.3,9.7
2969,Wayne,NE,0.715,0.221,3740.0,2675.0,828.0,0.727,0.243,4200.0,3055.0,1022.0,42.20934475,-97.11926964,386.0,2.0,9409.0,4772.0,4637.0,5.5,90.2,2.1,0.5,0.5,0.0,7439.0,58093.0,6827.0,27292.0,2446.0,13.5,8.0,34.4,17.5,22.5,12.4,13.2,78.9,8.8,0.0,4.7,0.1,7.5,17.5,5224.0,71.2,17.8,10.8,0.3,2.0
2970,Wayne,NY,0.599,0.338,36598.0,21935.0,12378.0,0.634,0.342,37425.0,23734.0,12799.0,43.15494365,-77.02976528,561.0,5.0,91442.0,45218.0,46224.0,4.2,90.2,2.9,0.1,0.7,0.1,70737.0,53693.0,1648.0,27318.0,690.0,11.7,16.9,33.4,15.5,23.9,10.7,16.5,84.6,8.1,0.7,2.2,1.3,3.2,24.9,43209.0,79.6,15.2,5.1,0.2,6.4
2971,Wayne,OH,0.651,0.302,48550.0,31622.0,14670.0,0.677,0.307,53240.0,36059.0,16340.0,40.82925852,-81.88844833,1858.0,73.0,115915.0,57412.0,58503.0,1.9,94.0,1.4,0.2,1.0,0.0,86384.0,54037.0,1104.0,25762.0,645.0,13.0,20.2,31.1,15.3,21.0,10.4,22.3,80.0,8.9,0.2,3.8,2.4,4.6,20.6,55764.0,81.4,10.5,7.7,0.4,4.0
2972,Wayne,PA,0.683,0.286,22365.0,15269.0,6398.0,0.664,0.327,28077.0,18630.0,9186.0,41.64938475,-75.29956506,294.0,12.0,51656.0,27404.0,24252.0,4.2,91.0,3.1,0.2,0.6,0.0,42291.0,52161.0,1518.0,25569.0,734.0,11.1,14.9,29.9,19.6,22.4,13.4,14.7,82.3,7.2,1.1,2.2,1.0,6.2,29.6,21209.0,76.9,13.2,9.6,0.3,6.5
2973,Wayne,TN,0.862,0.123,5842.0,5034.0,717.0,0.869,0.123,6667.0,5795.0,820.0,35.23868267,-87.78644456,1624.0,7.0,16713.0,9273.0,7440.0,1.9,90.3,5.6,0.2,1.5,0.0,13492.0,34299.0,4710.0,18702.0,1417.0,19.6,30.4,24.7,20.6,22.8,12.1,19.8,82.3,10.8,0.0,0.0,4.6,2.2,29.1,5815.0,70.5,22.0,7.5,0.1,8.4
2974,Wayne,UT,0.68,0.192,1410.0,959.0,271.0,0.756,0.227,1596.0,1207.0,362.0,38.32335822,-110.9096801,0.0,0.0,2700.0,1403.0,1297.0,5.4,91.8,0.1,0.2,0.9,1.1,1898.0,42444.0,3902.0,22195.0,2302.0,9.2,9.2,30.0,21.4,20.8,16.9,10.9,75.9,12.3,0.0,5.6,0.6,5.7,16.3,1215.0,70.3,19.1,10.2,0.4,1.9
2975,Wayne,WV,0.735,0.221,15080.0,11077.0,3334.0,0.745,0.237,16735.0,12462.0,3964.0,38.14901357,-82.42287994,626.0,11.0,41063.0,19968.0,21095.0,0.6,97.5,0.3,0.1,0.2,0.0,32250.0,38905.0,3519.0,20582.0,955.0,20.8,32.6,28.9,23.4,22.7,8.3,16.7,85.4,7.9,0.5,1.3,1.6,3.3,26.7,14439.0,76.6,17.9,5.5,0.0,8.8
2976,Waynesboro city,VA,0.526,0.413,9114.0,4798.0,3762.0,0.516,0.465,10677.0,5507.0,4961.0,,,,,21620.0,10438.0,11182.0,7.2,77.0,12.2,0.8,1.0,0.2,15916.0,42112.0,4730.0,23640.0,1537.0,17.4,23.6,27.6,20.6,26.3,8.5,17.0,83.2,10.4,0.6,1.4,2.0,2.3,21.5,9976.0,78.9,16.9,4.0,0.1,4.4
2977,Weakley,TN,0.742,0.228,12127.0,9001.0,2770.0,0.757,0.22,13710.0,10382.0,3011.0,36.29896232,-88.71990865,1636.0,26.0,33776.0,16466.0,17310.0,2.3,87.1,8.7,0.2,0.1,0.1,26790.0,36550.0,2299.0,19699.0,708.0,20.5,26.9,31.3,18.2,23.2,9.3,18.1,86.2,6.4,0.1,4.1,1.8,1.3,20.0,14098.0,72.7,20.7,6.2,0.3,8.3
2978,Webb,TX,0.228,0.744,56867.0,12946.0,42297.0,0.379,0.611,68397.0,25898.0,41820.0,27.7610369,-99.33237355,15413.0,355.0,269624.0,131657.0,137967.0,95.5,3.5,0.3,0.1,0.5,0.0,130541.0,40442.0,1234.0,16316.0,420.0,31.5,42.0,26.2,22.9,28.0,10.2,12.7,81.4,11.9,1.1,1.7,1.2,2.7,21.7,102713.0,75.5,17.3,6.9,0.3,5.7
2979,Weber,UT,0.472,0.272,81451.0,38447.0,22187.0,0.591,0.366,108335.0,64066.0,39652.0,41.27116049,-111.9145117,0.0,0.0,244101.0,122542.0,121559.0,17.9,76.7,1.0,0.6,1.1,0.2,163145.0,62036.0,966.0,25275.0,421.0,12.1,15.4,32.9,14.0,25.3,10.4,17.4,80.4,10.4,1.8,1.3,1.5,4.6,22.0,115146.0,77.3,18.7,3.9,0.1,4.8
2980,Webster,GA,0.566,0.423,1114.0,630.0,471.0,0.538,0.46,1390.0,748.0,639.0,32.04066113,-84.54742852,44.0,2.0,2627.0,1329.0,1298.0,2.1,48.4,48.8,0.1,0.0,0.0,1994.0,36658.0,8113.0,22206.0,2794.0,19.5,26.3,29.7,15.3,21.9,12.6,20.4,92.8,4.1,0.0,0.9,1.9,0.3,25.8,1116.0,71.1,26.0,2.9,0.0,4.0
2981,Webster,IA,0.583,0.365,17239.0,10049.0,6293.0,0.614,0.371,17802.0,10927.0,6604.0,42.42853483,-94.17987389,2045.0,15.0,36945.0,18984.0,17961.0,4.5,88.1,4.6,0.3,1.3,0.0,28358.0,42148.0,2144.0,24629.0,814.0,16.2,21.8,32.0,20.1,20.8,11.6,15.5,83.6,7.6,0.5,3.0,1.3,4.0,16.5,16583.0,79.1,13.2,7.6,0.1,5.7
2982,Webster,KY,0.757,0.214,5805.0,4397.0,1240.0,0.752,0.236,5991.0,4506.0,1412.0,37.52168356,-87.67989953,349.0,5.0,13180.0,6502.0,6678.0,5.2,88.6,3.9,0.1,0.0,0.0,9828.0,39273.0,3211.0,21150.0,1376.0,21.4,36.6,26.7,16.2,17.6,16.2,23.2,82.3,12.3,0.1,3.2,0.5,1.6,25.3,5098.0,81.4,12.4,6.1,0.1,6.1
2983,Webster,MO,0.769,0.19,16690.0,12829.0,3173.0,0.792,0.19,18776.0,14874.0,3572.0,37.2813734,-92.876329,1239.0,16.0,37558.0,19170.0,18388.0,2.0,94.5,1.2,0.3,0.3,0.2,27180.0,45185.0,2225.0,20468.0,784.0,18.4,25.5,24.9,16.5,23.6,14.8,20.2,81.4,12.0,0.4,2.3,1.4,2.5,28.9,15097.0,79.9,10.8,9.2,0.1,4.8
2984,Webster,MS,0.786,0.199,5024.0,3949.0,1001.0,0.796,0.192,5347.0,4255.0,1024.0,33.61300486,-89.28392912,384.0,13.0,9868.0,4832.0,5036.0,1.5,78.0,19.2,0.2,0.2,0.0,7452.0,35634.0,7532.0,20662.0,1911.0,25.3,37.5,37.4,14.6,17.6,11.2,19.1,83.9,10.8,0.6,1.7,2.1,0.9,28.1,3502.0,67.3,26.7,5.3,0.6,9.4
2985,Webster,NE,0.782,0.181,1687.0,1320.0,306.0,0.805,0.179,1876.0,1511.0,335.0,40.17642643,-98.50019851,124.0,0.0,3597.0,1774.0,1823.0,4.7,92.1,0.2,0.0,0.6,0.1,2772.0,43831.0,3883.0,26136.0,1737.0,11.3,15.5,35.9,15.5,18.4,16.6,13.7,75.8,13.6,0.4,3.8,0.3,6.1,20.9,1764.0,67.8,17.5,12.3,2.4,2.1
